"","year","date","event","high_1","low_1","high_2","low_2","high_3","max_tide_height"
"2070","2011",2011-09-01,"",NA,-15,63,41,102,102
"2071","2011",2011-09-02,"",NA,-8,58,45,93,93
"2072","2011",2011-09-03,"",NA,1,55,50,82,82
"2073","2011",2011-09-04,"",NA,9,56,56,NA,56
"2074","2011",2011-09-05,"",70,15,63,54,NA,70
"2075","2011",2011-09-06,"lq",59,17,71,38,NA,71
"2076","2011",2011-09-07,"",61,16,82,NA,NA,82
"2077","2011",2011-09-08,"",NA,21,68,14,94,94
"2078","2011",2011-09-09,"",NA,3,76,14,106,106
"2079","2011",2011-09-10,"",NA,-14,82,14,118,118
"2080","2011",2011-09-11,"",NA,-30,86,15,128,128
"2081","2011",2011-09-12,"",NA,-42,86,18,134,134
"2082","2011",2011-09-13,"nm",NA,-48,83,23,135,135
"2083","2011",2011-09-14,"",NA,-48,79,28,132,132
"2084","2011",2011-09-15,"",NA,-42,74,36,124,124
"2085","2011",2011-09-16,"",NA,-30,70,44,112,112
"2086","2011",2011-09-17,"",NA,-16,70,52,NA,70
"2087","2011",2011-09-18,"",98,-2,75,55,NA,98
"2088","2011",2011-09-19,"fq",83,10,83,47,NA,83
"2089","2011",2011-09-20,"",74,20,92,32,NA,92
"2090","2011",2011-09-21,"",NA,-22,63,36,103,103
"2091","2011",2011-09-22,"",NA,-11,56,44,92,92
"2092","2011",2011-09-23,"",NA,1,52,50,80,80
"2093","2011",2011-09-24,"",NA,10,NA,NA,NA,NA
"2094","2011",2011-09-25,"lq",67,16,64,53,NA,67
"2095","2011",2011-09-26,"",57,17,70,NA,NA,70
"2096","2011",2011-09-27,"",NA,38,60,15,77,77
"2097","2011",2011-09-28,"",NA,24,66,13,85,85
"2098","2011",2011-09-29,"",NA,9,72,12,94,94
"2099","2011",2011-09-30,"",NA,-5,78,11,104,104
"2100","2011",2011-10-01,"",NA,-18,82,12,113,113
"2101","2011",2011-10-02,"",NA,-28,84,13,121,121
"2102","2011",2011-10-03,"nm",NA,-36,84,16,125,125
"2103","2011",2011-10-04,"",NA,-40,80,20,127,127
"2104","2011",2011-10-05,"",NA,-39,75,25,124,124
"2105","2011",2011-10-06,"",NA,-34,69,32,117,117
"2106","2011",2011-10-07,"",NA,-25,64,40,106,106
"2107","2011",2011-10-08,"",NA,-13,62,50,93,93
"2108","2011",2011-10-09,"",NA,-1,67,55,NA,67
"2109","2011",2011-10-10,"fq",79,7,78,46,NA,79
"2110","2011",2011-10-11,"",74,12,90,28,NA,90
"2111","2011",2011-10-12,"",76,15,101,NA,NA,101
"2112","2011",2011-10-13,"",NA,9,81,17,111,111
"2113","2011",2011-10-14,"",NA,-8,85,19,119,119
"2114","2011",2011-10-15,"",NA,-21,86,22,124,124
"2115","2011",2011-10-16,"",NA,-29,86,26,127,127
"2116","2011",2011-10-17,"fm",NA,-32,84,30,126,126
"2117","2011",2011-10-18,"",NA,-31,81,34,123,123
"2118","2011",2011-10-19,"",NA,-27,78,39,118,118
"2119","2011",2011-10-20,"",NA,-19,75,43,111,111
"2120","2011",2011-10-21,"",NA,-11,72,47,101,101
"2121","2011",2011-10-22,"",NA,-18,85,10,110,110
"2122","2011",2011-10-23,"",NA,-25,85,13,115,115
"2123","2011",2011-10-24,"nm",NA,-29,82,16,118,118
"2124","2011",2011-10-25,"",NA,-30,78,20,117,117
"2125","2011",2011-10-26,"",NA,-28,72,25,114,114
"2126","2011",2011-10-27,"",NA,-23,66,31,108,108
"2127","2011",2011-10-28,"",NA,-16,59,38,98,98
"2128","2011",2011-10-29,"",NA,-6,56,47,86,86
"2129","2011",2011-10-30,"",NA,3,60,55,NA,60
"2130","2011",2011-10-31,"fq",74,8,71,45,NA,74
"2131","2011",2011-11-01,"",70,7,85,26,NA,85
"2132","2011",2011-11-02,"",77,5,99,NA,NA,99
"2133","2011",2011-11-03,"",NA,5,85,5,112,112
"2134","2011",2011-11-04,"",NA,-15,91,6,122,122
"2135","2011",2011-11-05,"",NA,-31,93,8,129,129
"2136","2011",2011-11-06,"",NA,-41,92,13,132,132
"2137","2011",2011-11-07,"fm",NA,-45,87,19,131,131
"2138","2011",2011-11-08,"",NA,-43,81,26,125,125
"2139","2011",2011-11-09,"",NA,-35,75,34,116,116
"2140","2011",2011-11-10,"",NA,-24,70,41,104,104
"2141","2011",2011-11-11,"",NA,-10,66,49,90,90
"2142","2011",2011-11-12,"",NA,3,65,55,NA,65
"2143","2011",2011-11-13,"",76,14,68,55,NA,76
"2144","2011",2011-11-14,"lq",64,22,73,44,NA,73
"2145","2011",2011-11-15,"",58,27,79,NA,NA,79
"2146","2011",2011-11-16,"",NA,30,61,28,86,86
"2147","2011",2011-11-17,"",NA,16,67,28,94,94
"2148","2011",2011-11-18,"",NA,4,72,27,102,102
"2149","2011",2011-11-19,"",NA,-8,77,27,110,110
"2150","2011",2011-11-20,"",NA,-17,81,27,118,118
"2151","2011",2011-11-21,"",NA,-25,83,27,123,123
"2152","2011",2011-11-22,"",NA,22,76,0,95,95
"2153","2011",2011-11-23,"",NA,2,86,0,108,108
"2154","2011",2011-11-24,"",NA,-18,94,-5,120,120
"2155","2011",2011-11-25,"",NA,-35,98,-3,129,129
"2156","2011",2011-11-26,"fm",NA,-46,96,2,133,133
"2157","2011",2011-11-27,"",NA,-51,91,9,132,132
"2158","2011",2011-11-28,"",NA,-49,83,18,126,126
"2159","2011",2011-11-29,"",NA,-40,74,28,115,115
"2160","2011",2011-11-30,"",NA,-27,66,39,101,101
"2161","2011",2011-12-01,"",NA,-11,62,49,NA,62
"2162","2011",2011-12-02,"",85,3,65,54,NA,85
"2163","2011",2011-12-03,"lq",71,12,73,44,NA,73
"2164","2011",2011-12-04,"",65,17,82,NA,NA,82
"2165","2011",2011-12-05,"",NA,30,68,18,89,89
"2166","2011",2011-12-06,"",NA,16,72,18,95,95
"2167","2011",2011-12-07,"",NA,4,77,19,101,101
"2168","2011",2011-12-08,"",NA,-6,80,19,106,106
"2169","2011",2011-12-09,"",NA,-14,82,21,111,111
"2170","2011",2011-12-10,"",NA,-20,83,22,115,115
"2171","2011",2011-12-11,"nm",NA,-24,83,24,118,118
"2172","2011",2011-12-12,"",NA,-25,81,26,118,118
"2173","2011",2011-12-13,"",NA,-24,79,29,116,116
"2174","2011",2011-12-14,"",NA,-21,75,33,112,112
"2175","2011",2011-12-15,"",NA,-16,71,38,104,104
"2176","2011",2011-12-16,"",NA,-8,68,44,95,95
"2177","2011",2011-12-17,"",NA,0,67,50,83,83
"2178","2011",2011-12-18,"",NA,9,70,52,NA,70
"2179","2011",2011-12-19,"fq",71,17,79,41,NA,79
"2180","2011",2011-12-20,"",67,20,91,23,NA,91
"2181","2011",2011-12-21,"",72,20,104,NA,NA,104
"2182","2011",2011-12-22,"",NA,3,80,20,117,117
"2183","2011",2011-12-23,"",84,3,64,54,NA,84
"2184","2011",2011-12-24,"lq",72,8,75,41,NA,75
"2185","2011",2011-12-25,"",72,8,87,NA,NA,87
"2186","2011",2011-12-26,"",NA,24,79,7,96,96
"2187","2011",2011-12-27,"",NA,9,85,7,104,104
"2188","2011",2011-12-28,"",NA,-4,89,8,110,110
"2189","2011",2011-12-29,"",NA,-14,90,10,113,113
"2190","2011",2011-12-30,"",NA,-20,89,13,115,115
"2191","2011",2011-12-31,"nm",NA,-24,87,16,115,115
"2192","2012",2012-01-01,"",NA,-24,83,21,114,114
"2193","2012",2012-01-02,"",NA,-22,79,25,112,112
"2194","2012",2012-01-03,"",NA,-19,74,30,107,107
"2195","2012",2012-01-04,"",NA,-13,69,35,100,100
"2196","2012",2012-01-05,"",NA,-6,63,41,91,91
"2197","2012",2012-01-06,"",NA,2,59,47,80,80
"2198","2012",2012-01-07,"",NA,10,59,53,NA,59
"2199","2012",2012-01-08,"fq",68,16,65,49,NA,68
"2200","2012",2012-01-09,"",59,18,75,34,NA,75
"2201","2012",2012-01-10,"",62,16,87,NA,NA,87
"2202","2012",2012-01-11,"",NA,16,70,13,99,99
"2203","2012",2012-01-12,"",NA,0,79,10,112,112
"2204","2012",2012-01-13,"",NA,-20,87,9,123,123
"2205","2012",2012-01-14,"",NA,-35,91,9,132,132
"2206","2012",2012-01-15,"fm",NA,-45,92,12,136,136
"2207","2012",2012-01-16,"",NA,-49,90,17,135,135
"2208","2012",2012-01-17,"",NA,-46,86,23,129,129
"2209","2012",2012-01-18,"",NA,-38,81,32,119,119
"2210","2012",2012-01-19,"",NA,-25,77,41,105,105
"2211","2012",2012-01-20,"",NA,-9,76,49,NA,76
"2212","2012",2012-01-21,"",89,6,78,51,NA,89
"2213","2012",2012-01-22,"lq",76,18,84,41,NA,84
"2214","2012",2012-01-23,"",NA,-23,77,24,107,107
"2215","2012",2012-01-24,"",NA,-15,69,32,98,98
"2216","2012",2012-01-25,"",NA,-6,61,40,88,88
"2217","2012",2012-01-26,"",NA,4,56,47,77,77
"2218","2012",2012-01-27,"",NA,13,55,55,NA,55
"2219","2012",2012-01-28,"fq",65,18,62,51,NA,65
"2220","2012",2012-01-29,"",55,18,70,NA,NA,70
"2221","2012",2012-01-30,"",NA,37,58,14,78,78
"2222","2012",2012-01-31,"",NA,22,66,10,88,88
"2223","2012",2012-02-01,"",NA,7,74,7,98,98
"2224","2012",2012-02-02,"",NA,-7,81,5,108,108
"2225","2012",2012-02-03,"",NA,-21,87,4,117,117
"2226","2012",2012-02-04,"",NA,-32,90,5,123,123
"2227","2012",2012-02-05,"fm",NA,-39,90,8,127,127
"2228","2012",2012-02-06,"",NA,-42,87,13,126,126
"2229","2012",2012-02-07,"",NA,-40,82,20,121,121
"2230","2012",2012-02-08,"",NA,-33,75,29,112,112
"2231","2012",2012-02-09,"",NA,-22,70,39,100,100
"2232","2012",2012-02-10,"",NA,-9,67,49,NA,67
"2233","2012",2012-02-11,"",85,4,72,52,NA,85
"2234","2012",2012-02-12,"lq",74,11,82,39,NA,82
"2235","2012",2012-02-13,"",73,14,93,NA,NA,93
"2236","2012",2012-02-14,"",NA,22,78,15,104,104
"2237","2012",2012-02-15,"",NA,6,85,15,113,113
"2238","2012",2012-02-16,"",NA,-8,89,16,119,119
"2239","2012",2012-02-17,"",NA,-18,91,18,123,123
"2240","2012",2012-02-18,"",NA,-24,91,21,124,124
"2241","2012",2012-02-19,"nm",NA,-26,89,25,123,123
"2242","2012",2012-02-20,"",NA,-24,87,29,120,120
"2243","2012",2012-02-21,"",NA,-20,83,34,115,115
"2244","2012",2012-02-22,"",NA,-14,79,38,108,108
"2245","2012",2012-02-23,"",NA,-10,87,2,106,106
"2246","2012",2012-02-24,"",NA,-19,89,3,112,112
"2247","2012",2012-02-25,"fm",NA,-26,89,5,116,116
"2248","2012",2012-02-26,"",NA,-30,87,9,117,117
"2249","2012",2012-02-27,"",NA,-31,83,14,116,116
"2250","2012",2012-02-28,"",NA,-28,77,21,112,112
"2251","2012",2012-02-29,"",NA,-23,70,29,104,104
"2252","2012",2012-03-01,"",NA,-14,63,38,94,94
"2253","2012",2012-03-02,"",NA,-4,59,49,NA,59
"2254","2012",2012-03-03,"",81,5,64,54,NA,81
"2255","2012",2012-03-04,"lq",71,7,76,40,NA,76
"2256","2012",2012-03-05,"",73,5,90,NA,NA,90
"2257","2012",2012-03-06,"",NA,21,82,1,103,103
"2258","2012",2012-03-07,"",NA,2,91,0,115,115
"2259","2012",2012-03-08,"",NA,-15,98,0,123,123
"2260","2012",2012-03-09,"",NA,-28,100,3,128,128
"2261","2012",2012-03-10,"nm",NA,-36,98,8,129,129
"2262","2012",2012-03-11,"",NA,-37,93,14,126,126
"2263","2012",2012-03-12,"",NA,-34,86,23,119,119
"2264","2012",2012-03-13,"",NA,-26,78,31,110,110
"2265","2012",2012-03-14,"",NA,-15,72,40,99,99
"2266","2012",2012-03-15,"",NA,-4,67,48,86,86
"2267","2012",2012-03-16,"",NA,8,64,55,NA,64
"2268","2012",2012-03-17,"",73,18,67,56,NA,73
"2269","2012",2012-03-18,"fq",61,23,73,45,NA,73
"2270","2012",2012-03-19,"",57,24,80,NA,NA,80
"2271","2012",2012-03-20,"",NA,31,61,23,88,88
"2272","2012",2012-03-21,"",NA,18,68,21,96,96
"2273","2012",2012-03-22,"",NA,4,75,20,105,105
"2274","2012",2012-03-23,"",NA,-8,81,19,113,113
"2275","2012",2012-03-24,"",NA,-18,85,18,121,121
"2276","2012",2012-03-25,"",72,0,85,NA,NA,85
"2277","2012",2012-03-26,"",NA,20,83,0,99,99
"2278","2012",2012-03-27,"",NA,0,95,-13,112,112
"2279","2012",2012-03-28,"",NA,-18,103,-14,122,122
"2280","2012",2012-03-29,"",NA,-33,106,-11,129,129
"2281","2012",2012-03-30,"nm",NA,-42,103,-4,131,131
"2282","2012",2012-03-31,"",NA,-45,96,5,128,128
"2283","2012",2012-04-01,"",NA,-41,86,16,120,120
"2284","2012",2012-04-02,"",NA,-31,75,28,108,108
"2285","2012",2012-04-03,"",NA,-18,66,40,94,94
"2286","2012",2012-04-04,"",NA,-3,61,52,NA,61
"2287","2012",2012-04-05,"",79,9,66,56,NA,79
"2288","2012",2012-04-06,"fq",65,15,74,45,NA,74
"2289","2012",2012-04-07,"",62,15,83,NA,NA,83
"2290","2012",2012-04-08,"",NA,31,67,14,90,90
"2291","2012",2012-04-09,"",NA,18,73,13,96,96
"2292","2012",2012-04-10,"",NA,7,78,12,101,101
"2293","2012",2012-04-11,"",NA,-3,82,13,107,107
"2294","2012",2012-04-12,"",NA,-12,85,14,112,112
"2295","2012",2012-04-13,"",NA,-19,86,16,116,116
"2296","2012",2012-04-14,"fm",NA,-24,86,18,118,118
"2297","2012",2012-04-15,"",NA,-26,84,22,119,119
"2298","2012",2012-04-16,"",NA,-25,81,26,116,116
"2299","2012",2012-04-17,"",NA,-22,77,31,111,111
"2300","2012",2012-04-18,"",NA,-16,72,38,104,104
"2301","2012",2012-04-19,"",NA,-8,67,46,94,94
"2302","2012",2012-04-20,"",NA,1,66,54,NA,66
"2303","2012",2012-04-21,"",82,9,72,55,NA,82
"2304","2012",2012-04-22,"lq",72,13,83,41,NA,83
"2305","2012",2012-04-23,"",73,13,96,NA,NA,96
"2306","2012",2012-04-24,"",NA,21,81,11,109,109
"2307","2012",2012-04-25,"",72,26,100,NA,NA,100
"2308","2012",2012-04-26,"",NA,16,75,30,107,107
"2309","2012",2012-04-27,"",NA,3,78,33,112,112
"2310","2012",2012-04-28,"",NA,-8,80,35,117,117
"2311","2012",2012-04-29,"",NA,-16,82,37,120,120
"2312","2012",2012-04-30,"",NA,-20,83,39,123,123
"2313","2012",2012-05-01,"fm",NA,-22,83,41,124,124
"2314","2012",2012-05-02,"",NA,-21,83,43,123,123
"2315","2012",2012-05-03,"",NA,-18,81,44,120,120
"2316","2012",2012-05-04,"",NA,-13,80,46,114,114
"2317","2012",2012-05-05,"",NA,-7,77,48,106,106
"2318","2012",2012-05-06,"",NA,1,76,52,95,95
"2319","2012",2012-05-07,"",NA,10,75,55,83,83
"2320","2012",2012-05-08,"",NA,19,77,56,NA,77
"2321","2012",2012-05-09,"lq",71,29,83,47,NA,83
"2322","2012",2012-05-10,"",64,36,93,30,NA,93
"2323","2012",2012-05-11,"",67,40,104,NA,NA,104
"2324","2012",2012-05-12,"",NA,12,74,41,116,116
"2325","2012",2012-05-13,"",NA,-7,81,41,128,128
"2326","2012",2012-05-14,"",NA,-23,87,40,138,138
"2327","2012",2012-05-15,"",NA,-35,91,39,144,144
"2328","2012",2012-05-16,"nm",NA,-41,93,39,147,147
"2329","2012",2012-05-17,"",NA,-41,95,40,146,146
"2330","2012",2012-05-18,"",NA,-35,96,42,139,139
"2331","2012",2012-05-19,"",NA,-23,98,44,127,127
"2332","2012",2012-05-20,"",NA,-8,99,48,NA,99
"2333","2012",2012-05-21,"",112,10,100,50,NA,112
"2334","2012",2012-05-22,"",94,27,100,50,NA,100
"2335","2012",2012-05-23,"fq",77,43,101,42,NA,101
"2336","2012",2012-05-24,"",68,55,104,NA,NA,104
"2337","2012",2012-05-25,"",NA,-1,70,52,90,90
"2338","2012",2012-05-26,"",NA,8,68,55,NA,68
"2339","2012",2012-05-27,"",78,18,69,56,NA,78
"2340","2012",2012-05-28,"lq",65,26,73,47,NA,73
"2341","2012",2012-05-29,"",57,32,81,NA,NA,81
"2342","2012",2012-05-30,"",NA,32,60,34,90,90
"2343","2012",2012-05-31,"",NA,17,67,35,101,101
"2344","2012",2012-06-01,"",NA,1,74,34,112,112
"2345","2012",2012-06-02,"",NA,-13,80,33,122,122
"2346","2012",2012-06-03,"",NA,-25,84,32,131,131
"2347","2012",2012-06-04,"",NA,-34,87,32,136,136
"2348","2012",2012-06-05,"nm",NA,-39,87,33,138,138
"2349","2012",2012-06-06,"",NA,-38,87,35,135,135
"2350","2012",2012-06-07,"",NA,-33,87,39,128,128
"2351","2012",2012-06-08,"",NA,-22,87,44,118,118
"2352","2012",2012-06-09,"",NA,-9,89,49,NA,89
"2353","2012",2012-06-10,"",104,6,91,50,NA,104
"2354","2012",2012-06-11,"fq",89,21,96,45,NA,96
"2355","2012",2012-06-12,"",76,35,102,33,NA,102
"2356","2012",2012-06-13,"",72,44,109,NA,NA,109
"2357","2012",2012-06-14,"",NA,18,76,48,116,116
"2358","2012",2012-06-15,"",NA,4,82,49,123,123
"2359","2012",2012-06-16,"",NA,-8,88,49,129,129
"2360","2012",2012-06-17,"",NA,-15,92,48,134,134
"2361","2012",2012-06-18,"",NA,-19,95,47,136,136
"2362","2012",2012-06-19,"fm",NA,-18,97,47,136,136
"2363","2012",2012-06-20,"",NA,-15,97,47,133,133
"2364","2012",2012-06-21,"",NA,-10,97,47,127,127
"2365","2012",2012-06-22,"",NA,-3,96,48,118,118
"2366","2012",2012-06-23,"",NA,5,94,50,108,108
"2367","2012",2012-06-24,"nm",NA,-30,83,28,127,127
"2368","2012",2012-06-25,"",NA,-32,82,30,127,127
"2369","2012",2012-06-26,"",NA,-30,81,33,123,123
"2370","2012",2012-06-27,"",NA,-25,78,38,117,117
"2371","2012",2012-06-28,"",NA,-16,77,44,107,107
"2372","2012",2012-06-29,"",NA,-6,77,49,95,95
"2373","2012",2012-06-30,"",NA,6,81,52,NA,81
"2374","2012",2012-07-01,"fq",82,17,88,44,NA,88
"2375","2012",2012-07-02,"",73,26,98,28,NA,98
"2376","2012",2012-07-03,"",73,31,108,NA,NA,108
"2377","2012",2012-07-04,"",NA,10,78,33,119,119
"2378","2012",2012-07-05,"",NA,-8,84,34,128,128
"2379","2012",2012-07-06,"",NA,-21,89,35,135,135
"2380","2012",2012-07-07,"",NA,-30,92,36,138,138
"2381","2012",2012-07-08,"fm",NA,-33,93,37,139,139
"2382","2012",2012-07-09,"",NA,-31,93,39,135,135
"2383","2012",2012-07-10,"",NA,-25,93,42,128,128
"2384","2012",2012-07-11,"",NA,-15,91,46,117,117
"2385","2012",2012-07-12,"",NA,-4,89,49,105,105
"2386","2012",2012-07-13,"",NA,8,86,53,91,91
"2387","2012",2012-07-14,"",NA,20,84,57,NA,84
"2388","2012",2012-07-15,"",76,32,83,56,NA,83
"2389","2012",2012-07-16,"lq",63,43,85,44,NA,85
"2390","2012",2012-07-17,"",59,51,91,NA,NA,91
"2391","2012",2012-07-18,"",NA,31,66,54,100,100
"2392","2012",2012-07-19,"",NA,17,74,53,109,109
"2393","2012",2012-07-20,"",NA,4,82,50,119,119
"2394","2012",2012-07-21,"",NA,-7,88,47,128,128
"2395","2012",2012-07-22,"",NA,-17,93,44,136,136
"2396","2012",2012-07-23,"",NA,-23,96,41,140,140
"2397","2012",2012-07-24,"",NA,-16,87,20,128,128
"2398","2012",2012-07-25,"",NA,-32,91,20,136,136
"2399","2012",2012-07-26,"",NA,-42,93,22,140,140
"2400","2012",2012-07-27,"fm",NA,-46,92,26,139,139
"2401","2012",2012-07-28,"",NA,-43,90,30,134,134
"2402","2012",2012-07-29,"",NA,-34,87,36,124,124
"2403","2012",2012-07-30,"",NA,-22,85,43,110,110
"2404","2012",2012-07-31,"",NA,-7,82,49,NA,82
"2405","2012",2012-08-01,"",95,9,81,53,NA,95
"2406","2012",2012-08-02,"",79,23,82,51,NA,82
"2407","2012",2012-08-03,"lq",66,34,85,40,NA,85
"2408","2012",2012-08-04,"",62,40,91,NA,NA,91
"2409","2012",2012-08-05,"",NA,27,66,43,97,97
"2410","2012",2012-08-06,"",NA,15,73,43,105,105
"2411","2012",2012-08-07,"",NA,4,79,42,112,112
"2412","2012",2012-08-08,"",NA,-5,84,41,119,119
"2413","2012",2012-08-09,"",NA,-12,88,39,125,125
"2414","2012",2012-08-10,"",NA,-17,91,38,129,129
"2415","2012",2012-08-11,"nm",NA,-20,92,37,131,131
"2416","2012",2012-08-12,"",NA,-20,93,37,130,130
"2417","2012",2012-08-13,"",NA,-17,93,39,126,126
"2418","2012",2012-08-14,"",NA,-12,92,42,119,119
"2419","2012",2012-08-15,"",NA,-4,92,46,110,110
"2420","2012",2012-08-16,"",NA,6,93,50,98,98
"2421","2012",2012-08-17,"",NA,18,95,52,NA,95
"2422","2012",2012-08-18,"fq",84,30,98,47,NA,98
"2423","2012",2012-08-19,"",74,41,105,33,NA,105
"2424","2012",2012-08-20,"",73,48,115,NA,NA,115
"2425","2012",2012-08-21,"",NA,15,80,49,126,126
"2426","2012",2012-08-22,"",NA,-3,89,48,136,136
"2427","2012",2012-08-23,"",69,25,92,NA,NA,92
"2428","2012",2012-08-24,"",NA,27,71,29,99,99
"2429","2012",2012-08-25,"",NA,13,76,30,106,106
"2430","2012",2012-08-26,"",NA,2,81,30,112,112
"2431","2012",2012-08-27,"",NA,-7,84,31,117,117
"2432","2012",2012-08-28,"",NA,-13,87,32,120,120
"2433","2012",2012-08-29,"",NA,-17,88,33,123,123
"2434","2012",2012-08-30,"nm",NA,-19,89,34,124,124
"2435","2012",2012-08-31,"",NA,-18,88,35,123,123
"2436","2012",2012-09-01,"",NA,-16,87,37,119,119
"2437","2012",2012-09-02,"",NA,-11,84,40,113,113
"2438","2012",2012-09-03,"",NA,-5,82,44,105,105
"2439","2012",2012-09-04,"",NA,3,80,49,94,94
"2440","2012",2012-09-05,"",NA,12,79,53,NA,79
"2441","2012",2012-09-06,"",82,21,81,53,NA,82
"2442","2012",2012-09-07,"fq",70,30,88,42,NA,88
"2443","2012",2012-09-08,"",66,36,98,25,NA,98
"2444","2012",2012-09-09,"",71,37,110,NA,NA,110
"2445","2012",2012-09-10,"",NA,7,79,36,122,122
"2446","2012",2012-09-11,"",NA,-11,88,33,134,134
"2447","2012",2012-09-12,"",NA,-26,95,31,143,143
"2448","2012",2012-09-13,"",NA,-37,99,30,148,148
"2449","2012",2012-09-14,"fm",NA,-40,102,30,148,148
"2450","2012",2012-09-15,"",NA,-38,103,33,143,143
"2451","2012",2012-09-16,"",NA,-29,103,36,133,133
"2452","2012",2012-09-17,"",NA,-15,102,42,119,119
"2453","2012",2012-09-18,"",NA,1,100,48,NA,100
"2454","2012",2012-09-19,"",102,18,98,52,NA,102
"2455","2012",2012-09-20,"lq",84,34,97,51,NA,97
"2456","2012",2012-09-21,"",71,47,98,40,NA,98
"2457","2012",2012-09-22,"",NA,-7,75,43,99,99
"2458","2012",2012-09-23,"",NA,2,72,49,89,89
"2459","2012",2012-09-24,"",NA,11,69,54,77,77
"2460","2012",2012-09-25,"",NA,19,70,55,NA,70
"2461","2012",2012-09-26,"fq",65,27,75,46,NA,75
"2462","2012",2012-09-27,"",58,30,84,31,NA,84
"2463","2012",2012-09-28,"",62,30,94,NA,NA,94
"2464","2012",2012-09-29,"",NA,15,70,28,106,106
"2465","2012",2012-09-30,"",NA,-1,79,25,117,117
"2466","2012",2012-10-01,"",NA,-16,86,23,128,128
"2467","2012",2012-10-02,"",NA,-29,91,22,135,135
"2468","2012",2012-10-03,"fm",NA,-37,94,23,139,139
"2469","2012",2012-10-04,"",NA,-40,95,25,139,139
"2470","2012",2012-10-05,"",NA,-38,94,30,134,134
"2471","2012",2012-10-06,"",NA,-30,93,36,125,125
"2472","2012",2012-10-07,"",NA,-18,91,43,112,112
"2473","2012",2012-10-08,"",NA,-3,90,49,NA,90
"2474","2012",2012-10-09,"",96,13,91,51,NA,96
"2475","2012",2012-10-10,"lq",82,27,95,44,NA,95
"2476","2012",2012-10-11,"",74,37,102,30,NA,102
"2477","2012",2012-10-12,"",76,42,110,NA,NA,110
"2478","2012",2012-10-13,"",NA,16,82,43,118,118
"2479","2012",2012-10-14,"",NA,4,89,42,124,124
"2480","2012",2012-10-15,"",NA,-5,94,41,130,130
"2481","2012",2012-10-16,"",NA,-10,98,41,133,133
"2482","2012",2012-10-17,"",NA,-13,100,41,134,134
"2483","2012",2012-10-18,"nm",NA,-12,101,41,133,133
"2484","2012",2012-10-19,"",NA,-10,100,42,130,130
"2485","2012",2012-10-20,"",NA,-6,99,44,125,125
"2486","2012",2012-10-21,"",NA,0,97,46,117,117
"2487","2012",2012-10-22,"",NA,-27,88,19,126,126
"2488","2012",2012-10-23,"fm",NA,-32,89,21,128,128
"2489","2012",2012-10-24,"",NA,-34,88,24,127,127
"2490","2012",2012-10-25,"",NA,-31,85,30,123,123
"2491","2012",2012-10-26,"",NA,-25,82,36,114,114
"2492","2012",2012-10-27,"",NA,-15,79,44,103,103
"2493","2012",2012-10-28,"",NA,-3,78,52,NA,78
"2494","2012",2012-10-29,"",90,9,82,53,NA,90
"2495","2012",2012-10-30,"lq",78,19,90,42,NA,90
"2496","2012",2012-10-31,"",75,24,101,25,NA,101
"2497","2012",2012-11-01,"",80,26,112,NA,NA,112
"2498","2012",2012-11-02,"",NA,8,87,26,122,122
"2499","2012",2012-11-03,"",NA,-7,93,26,130,130
"2500","2012",2012-11-04,"",NA,-18,97,27,135,135
"2501","2012",2012-11-05,"",NA,-24,98,29,136,136
"2502","2012",2012-11-06,"nm",NA,-26,98,32,135,135
"2503","2012",2012-11-07,"",NA,-23,96,36,130,130
"2504","2012",2012-11-08,"",NA,-16,94,41,123,123
"2505","2012",2012-11-09,"",NA,-8,90,46,113,113
"2506","2012",2012-11-10,"",NA,2,87,51,102,102
"2507","2012",2012-11-11,"",NA,12,84,56,90,90
"2508","2012",2012-11-12,"",NA,23,81,60,NA,81
"2509","2012",2012-11-13,"",77,33,82,58,NA,82
"2510","2012",2012-11-14,"fq",65,41,86,46,NA,86
"2511","2012",2012-11-15,"",62,46,94,NA,NA,94
"2512","2012",2012-11-16,"",NA,32,69,46,103,103
"2513","2012",2012-11-17,"",NA,18,77,44,114,114
"2514","2012",2012-11-18,"",NA,4,85,41,124,124
"2515","2012",2012-11-19,"",NA,-9,92,38,133,133
"2516","2012",2012-11-20,"",NA,-19,97,35,140,140
"2517","2012",2012-11-21,"",NA,2,90,10,121,121
"2518","2012",2012-11-22,"",NA,-16,97,10,131,131
"2519","2012",2012-11-23,"",NA,-30,100,12,137,137
"2520","2012",2012-11-24,"nm",NA,-38,100,16,139,139
"2521","2012",2012-11-25,"",NA,-39,96,22,136,136
"2522","2012",2012-11-26,"",NA,-35,92,30,128,128
"2523","2012",2012-11-27,"",NA,-26,86,38,118,118
"2524","2012",2012-11-28,"",NA,-13,82,47,104,104
"2525","2012",2012-11-29,"",NA,1,78,54,NA,78
"2526","2012",2012-11-30,"",90,14,77,59,NA,90
"2527","2012",2012-12-01,"",75,25,80,55,NA,80
"2528","2012",2012-12-02,"fq",64,33,85,43,NA,85
"2529","2012",2012-12-03,"",63,36,92,NA,NA,92
"2530","2012",2012-12-04,"",NA,30,69,36,99,99
"2531","2012",2012-12-05,"",NA,17,75,35,107,107
"2532","2012",2012-12-06,"",NA,6,81,34,114,114
"2533","2012",2012-12-07,"",NA,-4,87,33,121,121
"2534","2012",2012-12-08,"",NA,-12,90,33,127,127
