"","year","date","event","high_1","low_1","high_2","low_2","high_3","max_tide_height"
"480","2007",2007-04-25,"",NA,3,114,62,146,146
"481","2007",2007-04-26,"",NA,-6,122,49,156,156
"482","2007",2007-04-27,"",NA,-11,130,37,162,162
"483","2007",2007-04-28,"fm",NA,-11,139,27,163,163
"484","2007",2007-04-29,"",NA,-5,146,20,157,157
"485","2007",2007-04-30,"",NA,6,150,18,144,150
"486","2007",2007-05-01,"",NA,20,151,21,125,151
"487","2007",2007-05-02,"",110,NA,NA,NA,NA,110
"488","2007",2007-05-03,"",NA,38,99,97,112,112
"489","2007",2007-05-04,"",NA,20,104,83,128,128
"490","2007",2007-05-05,"",NA,4,114,66,145,145
"491","2007",2007-05-06,"",NA,-9,124,49,159,159
"492","2007",2007-05-07,"",NA,-15,135,33,168,168
"493","2007",2007-05-08,"fm",NA,-15,145,20,169,169
"494","2007",2007-05-09,"",NA,-8,152,11,161,161
"495","2007",2007-05-10,"",NA,4,155,8,146,155
"496","2007",2007-05-11,"",NA,20,153,12,125,153
"497","2007",2007-05-12,"",NA,36,147,22,101,147
"498","2007",2007-05-13,"",NA,52,137,37,NA,137
"499","2007",2007-05-14,"",78,64,124,51,NA,124
"500","2007",2007-05-15,"lq",110,NA,NA,NA,NA,110
"501","2007",2007-05-16,"",NA,39,104,92,102,104
"502","2007",2007-05-17,"",NA,27,110,78,117,117
"503","2007",2007-05-18,"",NA,18,117,65,129,129
"504","2007",2007-05-19,"",NA,13,123,53,137,137
"505","2007",2007-05-20,"",NA,11,127,42,142,142
"506","2007",2007-05-21,"",NA,10,130,32,144,144
"507","2007",2007-05-22,"",NA,12,133,24,142,142
"508","2007",2007-05-23,"nm",NA,16,135,17,138,138
"509","2007",2007-05-24,"",NA,20,138,14,131,138
"510","2007",2007-05-25,"",NA,27,140,13,123,140
"511","2007",2007-05-26,"",NA,34,140,15,112,140
"512","2007",2007-05-27,"",NA,42,139,20,99,139
"513","2007",2007-05-28,"",NA,49,135,27,85,135
"514","2007",2007-05-29,"",NA,56,128,37,NA,128
"515","2007",2007-05-30,"",69,62,119,45,NA,119
"516","2007",2007-05-31,"fq",106,NA,NA,NA,NA,106
"517","2007",2007-06-01,"",NA,35,147,28,NA,147
"518","2007",2007-06-02,"",103,51,139,41,NA,139
"519","2007",2007-06-03,"lq",80,65,127,51,NA,127
"520","2007",2007-06-04,"",113,NA,NA,NA,NA,113
"521","2007",2007-06-05,"",NA,36,103,97,113,113
"522","2007",2007-06-06,"",NA,21,112,80,129,129
"523","2007",2007-06-07,"",NA,11,121,65,143,143
"524","2007",2007-06-08,"",NA,5,129,52,152,152
"525","2007",2007-06-09,"",NA,4,134,40,155,155
"526","2007",2007-06-10,"",NA,6,138,32,154,154
"527","2007",2007-06-11,"nm",NA,11,140,25,148,148
"528","2007",2007-06-12,"",NA,17,140,22,140,140
"529","2007",2007-06-13,"",NA,25,139,21,129,139
"530","2007",2007-06-14,"",NA,33,138,24,117,138
"531","2007",2007-06-15,"",NA,42,135,29,104,135
"532","2007",2007-06-16,"",NA,50,132,36,90,132
"533","2007",2007-06-17,"",NA,57,126,45,76,126
"534","2007",2007-06-18,"",NA,63,119,54,NA,119
"535","2007",2007-06-19,"fq",110,NA,NA,NA,NA,110
"536","2007",2007-06-20,"",NA,46,101,94,95,101
"537","2007",2007-06-21,"",NA,31,101,82,108,108
"538","2007",2007-06-22,"",NA,17,107,65,124,124
"539","2007",2007-06-23,"",NA,5,117,47,138,138
"540","2007",2007-06-24,"",NA,-3,128,29,149,149
"541","2007",2007-06-25,"",NA,-6,140,12,155,155
"542","2007",2007-06-26,"fm",NA,-4,150,-2,153,153
"543","2007",2007-06-27,"",NA,4,157,-9,144,157
"544","2007",2007-06-28,"",NA,14,159,-10,128,159
"545","2007",2007-06-29,"",NA,28,156,-4,108,156
"546","2007",2007-06-30,"",NA,42,148,10,NA,148
"547","2007",2007-07-01,"",NA,33,97,88,99,99
"548","2007",2007-07-02,"",NA,17,105,69,117,117
"549","2007",2007-07-03,"",NA,4,116,47,135,135
"550","2007",2007-07-04,"",NA,-4,129,26,148,148
"551","2007",2007-07-05,"",NA,-7,141,6,153,153
"552","2007",2007-07-06,"fm",NA,-4,151,-9,151,151
"553","2007",2007-07-07,"",NA,4,157,-17,140,157
"554","2007",2007-07-08,"",NA,15,157,-17,123,157
"555","2007",2007-07-09,"",NA,28,152,-10,103,152
"556","2007",2007-07-10,"",NA,42,143,4,84,143
"557","2007",2007-07-11,"",NA,54,130,21,NA,130
"558","2007",2007-07-12,"",67,64,115,38,NA,115
"559","2007",2007-07-13,"lq",100,35,NA,NA,NA,100
"560","2007",2007-07-14,"",96,79,86,NA,NA,96
"561","2007",2007-07-15,"",NA,27,102,65,97,102
"562","2007",2007-07-16,"",NA,22,108,51,107,108
"563","2007",2007-07-17,"",NA,19,112,37,113,113
"564","2007",2007-07-18,"",NA,17,117,24,118,118
"565","2007",2007-07-19,"",NA,17,121,13,119,121
"566","2007",2007-07-20,"",NA,19,126,3,119,126
"567","2007",2007-07-21,"nm",NA,22,131,-5,117,131
"568","2007",2007-07-22,"",NA,26,136,-9,112,136
"569","2007",2007-07-23,"",NA,30,139,-11,105,139
"570","2007",2007-07-24,"",NA,36,139,-9,96,139
"571","2007",2007-07-25,"",NA,41,136,-4,85,136
"572","2007",2007-07-26,"",NA,47,130,5,73,130
"573","2007",2007-07-27,"",NA,54,121,16,NA,121
"574","2007",2007-07-28,"",62,60,108,27,NA,108
"575","2007",2007-07-29,"fq",92,25,NA,NA,NA,92
"576","2007",2007-07-30,"",88,72,86,16,NA,88
"577","2007",2007-07-31,"",100,50,101,9,NA,101
"578","2007",2007-08-01,"",86,55,135,27,NA,135
"579","2007",2007-08-02,"",67,65,118,40,NA,118
"580","2007",2007-08-03,"lq",102,NA,NA,NA,NA,102
"581","2007",2007-08-04,"",NA,30,102,81,102,102
"582","2007",2007-08-05,"",NA,21,110,63,116,116
"583","2007",2007-08-06,"",NA,15,118,47,126,126
"584","2007",2007-08-07,"",NA,13,125,33,132,132
"585","2007",2007-08-08,"",NA,14,129,21,133,133
"586","2007",2007-08-09,"",NA,16,132,12,131,132
"587","2007",2007-08-10,"nm",NA,20,134,5,126,134
"588","2007",2007-08-11,"",NA,25,136,1,120,136
"589","2007",2007-08-12,"",NA,31,137,0,112,137
"590","2007",2007-08-13,"",NA,37,137,2,103,137
"591","2007",2007-08-14,"",NA,43,135,7,93,135
"592","2007",2007-08-15,"",NA,49,131,14,81,131
"593","2007",2007-08-16,"",NA,55,124,23,NA,124
"594","2007",2007-08-17,"",70,60,115,33,NA,115
"595","2007",2007-08-18,"",103,38,NA,NA,NA,103
"596","2007",2007-08-19,"fq",90,28,NA,NA,NA,90
"597","2007",2007-08-20,"",92,69,91,NA,NA,92
"598","2007",2007-08-21,"",NA,17,102,48,106,106
"599","2007",2007-08-22,"",NA,9,114,27,120,120
"600","2007",2007-08-23,"",NA,4,128,5,129,129
"601","2007",2007-08-24,"",NA,4,141,-14,132,141
"602","2007",2007-08-25,"fm",NA,7,150,-28,128,150
"603","2007",2007-08-26,"",NA,14,156,-35,118,156
"604","2007",2007-08-27,"",NA,23,155,-33,104,155
"605","2007",2007-08-28,"",NA,34,149,-23,87,149
"606","2007",2007-08-29,"",NA,45,137,-7,73,137
"607","2007",2007-08-30,"",NA,56,122,11,NA,122
"608","2007",2007-08-31,"",104,25,NA,NA,NA,104
"609","2007",2007-09-01,"",113,26,115,NA,NA,115
"610","2007",2007-09-02,"",NA,6,127,3,123,127
"611","2007",2007-09-03,"",NA,7,138,-16,125,138
"612","2007",2007-09-04,"",NA,11,146,-29,121,146
"613","2007",2007-09-05,"fm",NA,18,150,-35,111,150
"614","2007",2007-09-06,"",NA,26,148,-33,98,148
"615","2007",2007-09-07,"",NA,35,142,-24,85,142
"616","2007",2007-09-08,"",NA,45,132,-11,74,132
"617","2007",2007-09-09,"",NA,55,119,5,NA,119
"618","2007",2007-09-10,"",67,63,105,19,NA,105
"619","2007",2007-09-11,"",89,29,NA,NA,NA,89
"620","2007",2007-09-12,"lq",80,30,NA,NA,NA,80
"621","2007",2007-09-13,"",86,58,72,29,NA,86
"622","2007",2007-09-14,"",91,42,79,28,NA,91
"623","2007",2007-09-15,"",97,27,85,27,NA,97
"624","2007",2007-09-16,"",103,13,90,NA,NA,103
"625","2007",2007-09-17,"",NA,27,110,0,94,110
"626","2007",2007-09-18,"",NA,28,118,-12,96,118
"627","2007",2007-09-19,"",NA,30,125,-21,96,125
"628","2007",2007-09-20,"nm",NA,32,131,-27,93,131
"629","2007",2007-09-21,"",NA,34,134,-29,89,134
"630","2007",2007-09-22,"",NA,37,134,-27,83,134
"631","2007",2007-09-23,"",NA,41,131,-22,76,131
"632","2007",2007-09-24,"",NA,46,123,-13,70,123
"633","2007",2007-09-25,"",NA,52,113,-1,NA,113
"634","2007",2007-09-26,"",67,61,99,10,NA,99
"635","2007",2007-09-27,"fq",72,69,83,18,NA,83
"636","2007",2007-09-28,"",83,58,77,21,NA,83
"637","2007",2007-09-29,"",96,36,83,22,NA,96
"638","2007",2007-09-30,"",108,13,90,24,NA,108
"639","2007",2007-10-01,"lq",85,27,NA,NA,NA,85
"640","2007",2007-10-02,"",91,66,84,25,NA,91
"641","2007",2007-10-03,"",99,48,92,24,NA,99
"642","2007",2007-10-04,"",106,32,98,NA,NA,106
"643","2007",2007-10-05,"",NA,24,111,18,102,111
"644","2007",2007-10-06,"",NA,25,116,6,103,116
"645","2007",2007-10-07,"",NA,27,120,-3,103,120
"646","2007",2007-10-08,"",NA,29,124,-11,101,124
"647","2007",2007-10-09,"nm",NA,33,128,-15,99,128
"648","2007",2007-10-10,"",NA,36,130,-17,94,130
"649","2007",2007-10-11,"",NA,40,131,-16,89,131
"650","2007",2007-10-12,"",NA,43,129,-13,82,129
"651","2007",2007-10-13,"",NA,47,125,-6,75,125
"652","2007",2007-10-14,"",NA,51,117,2,67,117
"653","2007",2007-10-15,"",NA,56,107,12,NA,107
"654","2007",2007-10-16,"",64,63,93,21,NA,93
"655","2007",2007-10-17,"fq",77,23,NA,NA,NA,77
"656","2007",2007-10-18,"",83,57,76,21,NA,83
"657","2007",2007-10-19,"",96,35,86,19,NA,96
"658","2007",2007-10-20,"",110,11,96,18,NA,110
"659","2007",2007-10-21,"",123,-10,103,NA,NA,123
"660","2007",2007-10-22,"",NA,19,135,-30,105,135
"661","2007",2007-10-23,"",NA,22,143,-42,102,143
"662","2007",2007-10-24,"fm",NA,26,147,-47,95,147
"663","2007",2007-10-25,"",NA,32,145,-44,88,145
"664","2007",2007-10-26,"",NA,38,139,-34,81,139
"665","2007",2007-10-27,"",NA,45,129,-20,76,129
"666","2007",2007-10-28,"",NA,53,115,-4,NA,115
"667","2007",2007-10-29,"",74,60,98,11,NA,98
"668","2007",2007-10-30,"",75,64,81,24,NA,81
"669","2007",2007-10-31,"",120,0,95,26,NA,120
"670","2007",2007-11-01,"",129,-25,96,NA,NA,129
"671","2007",2007-11-02,"",NA,29,135,-35,95,135
"672","2007",2007-11-03,"fm",NA,33,138,-40,91,138
"673","2007",2007-11-04,"",NA,37,137,-38,87,137
"674","2007",2007-11-05,"",NA,41,133,-31,83,133
"675","2007",2007-11-06,"",NA,45,126,-20,79,126
"676","2007",2007-11-07,"",NA,50,116,-8,76,116
"677","2007",2007-11-08,"",NA,54,104,4,NA,104
"678","2007",2007-11-09,"",74,58,90,16,NA,90
"679","2007",2007-11-10,"",73,60,75,27,NA,75
"680","2007",2007-11-11,"lq",74,57,60,35,NA,74
"681","2007",2007-11-12,"",78,42,56,40,NA,78
"682","2007",2007-11-13,"",84,27,62,42,NA,84
"683","2007",2007-11-14,"",92,11,70,42,NA,92
"684","2007",2007-11-15,"",101,0,76,NA,NA,101
"685","2007",2007-11-16,"",NA,42,111,-17,81,111
"686","2007",2007-11-17,"",NA,41,120,-27,83,120
"687","2007",2007-11-18,"",NA,40,127,-35,84,127
"688","2007",2007-11-19,"nm",NA,39,131,-38,84,131
"689","2007",2007-11-20,"",NA,38,132,-38,83,132
"690","2007",2007-11-21,"",NA,39,129,-32,81,129
"691","2007",2007-11-22,"",NA,41,123,-23,81,123
"692","2007",2007-11-23,"",NA,44,113,-11,NA,113
"693","2007",2007-11-24,"",82,48,99,3,NA,99
"694","2007",2007-11-25,"",86,49,84,17,NA,86
"695","2007",2007-11-26,"fq",90,43,71,30,NA,90
"696","2007",2007-11-27,"",96,29,66,40,NA,96
"697","2007",2007-11-28,"",103,10,70,45,NA,103
"698","2007",2007-11-29,"",110,0,77,47,NA,110
"699","2007",2007-11-30,"",117,-22,82,NA,NA,117
"700","2007",2007-12-01,"lq",80,59,68,32,NA,80
"701","2007",2007-12-02,"",85,43,66,36,NA,85
"702","2007",2007-12-03,"",91,28,70,38,NA,91
"703","2007",2007-12-04,"",96,14,75,39,NA,96
"704","2007",2007-12-05,"",102,1,80,NA,NA,102
"705","2007",2007-12-06,"",NA,40,109,-10,83,109
"706","2007",2007-12-07,"",NA,41,115,-18,86,115
"707","2007",2007-12-08,"",NA,41,121,-24,86,121
"708","2007",2007-12-09,"nm",NA,41,126,-28,86,126
"709","2007",2007-12-10,"",NA,41,127,-28,84,127
"710","2007",2007-12-11,"",NA,41,126,-26,81,126
"711","2007",2007-12-12,"",NA,43,122,-20,78,122
"712","2007",2007-12-13,"",NA,45,114,-12,76,114
"713","2007",2007-12-14,"",NA,49,105,-2,NA,105
"714","2007",2007-12-15,"",76,53,92,9,NA,92
"715","2007",2007-12-16,"",79,55,78,19,NA,79
"716","2007",2007-12-17,"fq",86,46,68,28,NA,86
"717","2007",2007-12-18,"",95,27,69,34,NA,95
"718","2007",2007-12-19,"",106,6,75,37,NA,106
"719","2007",2007-12-20,"",116,-10,81,39,NA,116
"720","2007",2007-12-21,"",126,-31,85,NA,NA,126
"721","2007",2007-12-22,"",NA,39,134,-43,88,134
"722","2007",2007-12-23,"fm",NA,38,139,-47,89,139
"723","2007",2007-12-24,"",NA,37,140,-45,90,140
"724","2007",2007-12-25,"",NA,37,137,-37,90,137
"725","2007",2007-12-26,"",NA,38,129,-25,89,129
"726","2007",2007-12-27,"",NA,40,117,-10,87,117
"727","2007",2007-12-28,"",NA,43,101,5,NA,101
"728","2007",2007-12-29,"",85,45,84,19,NA,85
"729","2007",2007-12-30,"",82,48,66,32,NA,82
"730","2007",2007-12-31,"lq",80,45,51,44,NA,80
"731","2008",2008-01-01,"",81,30,55,54,NA,81
"732","2008",2008-01-02,"",85,15,64,55,NA,85
"733","2008",2008-01-03,"",93,2,71,53,NA,93
"734","2008",2008-01-04,"",102,-10,77,NA,NA,102
"735","2008",2008-01-05,"",NA,50,111,-19,81,111
"736","2008",2008-01-06,"",NA,46,119,-27,84,119
"737","2008",2008-01-07,"",NA,41,125,-32,87,125
"738","2008",2008-01-08,"nm",NA,36,128,-33,89,128
"739","2008",2008-01-09,"",NA,32,128,-31,90,128
"740","2008",2008-01-10,"",NA,30,126,-26,92,126
"741","2008",2008-01-11,"",NA,29,119,-18,95,119
"742","2008",2008-01-12,"",NA,30,109,-6,96,109
"743","2008",2008-01-13,"",NA,31,96,7,NA,96
"744","2008",2008-01-14,"",98,33,79,22,NA,98
"745","2008",2008-01-15,"fq",98,33,62,37,NA,98
"746","2008",2008-01-16,"",98,25,54,50,NA,98
"747","2008",2008-01-17,"",99,7,65,58,NA,99
"748","2008",2008-01-18,"",105,-10,76,55,NA,105
"749","2008",2008-01-19,"",115,-27,86,NA,NA,115
"750","2008",2008-01-20,"",NA,47,127,-37,94,127
"751","2008",2008-01-21,"",NA,39,135,-41,100,135
"752","2008",2008-01-22,"fm",NA,31,139,-39,104,139
"753","2008",2008-01-23,"",NA,25,138,-31,105,138
"754","2008",2008-01-24,"",NA,22,130,-20,105,130
"755","2008",2008-01-25,"",NA,21,117,-8,102,117
"756","2008",2008-01-26,"",NA,22,102,5,98,102
"757","2008",2008-01-27,"",NA,26,85,18,93,93
"758","2008",2008-01-28,"",NA,32,67,29,88,88
"759","2008",2008-01-29,"lq",NA,38,51,38,NA,51
"760","2008",2008-01-30,"",82,35,NA,NA,NA,82
"761","2008",2008-01-31,"",78,20,68,68,NA,78
"762","2008",2008-02-01,"",83,6,72,62,NA,83
"763","2008",2008-02-02,"",93,-6,77,NA,NA,93
"764","2008",2008-02-03,"",NA,53,104,-17,82,104
"765","2008",2008-02-04,"",NA,44,114,-26,87,114
"766","2008",2008-02-05,"",NA,35,122,-31,93,122
"767","2008",2008-02-06,"nm",NA,25,128,-33,98,128
"768","2008",2008-02-07,"",NA,17,130,-31,104,130
"769","2008",2008-02-08,"",NA,12,128,-25,109,128
"770","2008",2008-02-09,"",NA,8,121,-15,113,121
"771","2008",2008-02-10,"",NA,7,109,-2,114,114
"772","2008",2008-02-11,"",NA,9,93,13,112,112
"773","2008",2008-02-12,"",NA,14,73,27,107,107
"774","2008",2008-02-13,"fq",NA,21,52,41,NA,52
"775","2008",2008-02-14,"",98,22,NA,NA,NA,98
"776","2008",2008-02-15,"",90,5,72,67,NA,90
"777","2008",2008-02-16,"",95,-10,83,NA,NA,95
"778","2008",2008-02-17,"",NA,54,110,-24,93,110
"779","2008",2008-02-18,"",NA,40,123,-31,102,123
"780","2008",2008-02-19,"",NA,27,132,-32,108,132
"781","2008",2008-02-20,"fm",NA,16,134,-28,112,134
"782","2008",2008-02-21,"",NA,8,131,-20,113,131
"783","2008",2008-02-22,"",NA,4,122,-11,112,122
"784","2008",2008-02-23,"",NA,2,110,0,109,110
"785","2008",2008-02-24,"",NA,4,96,10,105,105
"786","2008",2008-02-25,"",NA,9,81,21,100,100
"787","2008",2008-02-26,"",NA,16,66,30,95,95
"788","2008",2008-02-27,"",NA,24,51,37,89,89
"789","2008",2008-02-28,"lq",NA,31,81,NA,NA,81
"790","2008",2008-02-29,"",NA,22,72,NA,NA,72
"791","2008",2008-03-01,"",NA,72,73,8,72,73
"792","2008",2008-03-02,"",82,0,77,NA,NA,82
"793","2008",2008-03-03,"",NA,48,94,-10,83,94
"794","2008",2008-03-04,"",NA,35,106,-24,91,106
"795","2008",2008-03-05,"",NA,21,116,-29,100,116
"796","2008",2008-03-06,"",NA,7,123,-30,109,123
"797","2008",2008-03-07,"nm",NA,-5,125,-26,117,125
"798","2008",2008-03-08,"",NA,-13,122,-18,123,123
"799","2008",2008-03-09,"",NA,-18,113,-7,125,125
"800","2008",2008-03-10,"",NA,-19,98,6,123,123
"801","2008",2008-03-11,"",NA,-13,79,20,116,116
"802","2008",2008-03-12,"",NA,-3,58,33,105,105
"803","2008",2008-03-13,"",NA,11,91,NA,NA,91
"804","2008",2008-03-14,"fq",NA,13,NA,NA,NA,NA
"805","2008",2008-03-15,"",78,0,78,57,NA,78
"806","2008",2008-03-16,"",89,-10,89,NA,NA,89
"807","2008",2008-03-17,"",NA,40,103,-10,98,103
"808","2008",2008-03-18,"",NA,24,114,-21,106,114
"809","2008",2008-03-19,"",NA,10,119,-19,111,119
"810","2008",2008-03-20,"",NA,-1,118,-14,113,118
"811","2008",2008-03-21,"fm",NA,-9,113,-8,114,114
"812","2008",2008-03-22,"",NA,-13,105,0,113,113
"813","2008",2008-03-23,"",NA,-14,94,8,111,111
"814","2008",2008-03-24,"",NA,-12,83,17,108,108
"815","2008",2008-03-25,"",NA,-7,71,25,104,104
"816","2008",2008-03-26,"",NA,0,59,32,98,98
"817","2008",2008-03-27,"",NA,9,47,38,90,90
"818","2008",2008-03-28,"",NA,17,81,NA,NA,81
"819","2008",2008-03-29,"lq",NA,18,69,NA,NA,69
"820","2008",2008-03-30,"",NA,8,68,55,NA,68
"821","2008",2008-03-31,"",70,0,75,39,NA,75
"822","2008",2008-04-01,"",82,-10,84,NA,NA,84
"823","2008",2008-04-02,"",NA,22,95,-10,95,95
"824","2008",2008-04-03,"",NA,4,105,-22,107,107
"825","2008",2008-04-04,"",NA,-13,111,-21,118,118
"826","2008",2008-04-05,"nm",NA,-28,112,-16,126,126
"827","2008",2008-04-06,"",NA,-37,107,-7,130,130
"828","2008",2008-04-07,"",NA,-41,95,4,130,130
"829","2008",2008-04-08,"",NA,-38,80,16,123,123
"830","2008",2008-04-09,"",NA,-28,62,28,112,112
"831","2008",2008-04-10,"",NA,-13,47,41,97,97
"832","2008",2008-04-11,"",NA,2,NA,NA,NA,NA
"833","2008",2008-04-12,"fq",80,4,70,61,NA,80
"834","2008",2008-04-13,"",72,0,81,NA,NA,81
"835","2008",2008-04-14,"",NA,42,81,0,90,90
"836","2008",2008-04-15,"",NA,25,91,-7,98,98
"837","2008",2008-04-16,"",NA,10,96,-6,104,104
"838","2008",2008-04-17,"",NA,-3,98,-3,108,108
"839","2008",2008-04-18,"",NA,-13,96,2,111,111
"840","2008",2008-04-19,"",NA,-19,92,7,112,112
"841","2008",2008-04-20,"fm",NA,-23,86,13,112,112
"842","2008",2008-04-21,"",NA,-24,80,19,112,112
"843","2008",2008-04-22,"",NA,-22,73,25,110,110
"844","2008",2008-04-23,"",NA,-18,65,31,106,106
"845","2008",2008-04-24,"",NA,-12,57,36,99,99
"846","2008",2008-04-25,"",NA,-4,49,41,91,91
"847","2008",2008-04-26,"",NA,4,80,NA,NA,80
"848","2008",2008-04-27,"",NA,10,NA,NA,NA,NA
"849","2008",2008-04-28,"lq",66,8,66,50,NA,66
"850","2008",2008-04-29,"",64,2,76,NA,NA,76
"851","2008",2008-04-30,"",NA,32,74,0,88,88
"852","2008",2008-05-01,"",NA,12,84,0,101,101
"853","2008",2008-05-02,"",NA,-8,93,-6,115,115
"854","2008",2008-05-03,"",NA,-27,98,-4,126,126
"855","2008",2008-05-04,"",NA,-42,97,1,133,133
"856","2008",2008-05-05,"nm",NA,-50,91,9,135,135
"857","2008",2008-05-06,"",NA,-52,81,18,131,131
"858","2008",2008-05-07,"",NA,-45,69,28,122,122
"859","2008",2008-05-08,"",NA,-33,60,39,109,109
"860","2008",2008-05-09,"",NA,-18,56,51,94,94
"861","2008",2008-05-10,"",NA,-4,62,61,NA,62
"862","2008",2008-05-11,"fq",78,5,73,53,NA,78
"863","2008",2008-05-12,"",70,8,83,36,NA,83
"864","2008",2008-05-13,"",72,11,91,NA,NA,91
"865","2008",2008-05-14,"",NA,21,76,13,98,98
"866","2008",2008-05-15,"",NA,7,79,16,103,103
"867","2008",2008-05-16,"",NA,-4,80,18,107,107
"868","2008",2008-05-17,"",NA,-13,81,22,111,111
"869","2008",2008-05-18,"",NA,-20,80,25,114,114
"870","2008",2008-05-19,"fm",NA,-24,79,29,117,117
"871","2008",2008-05-20,"",NA,-25,76,32,118,118
"872","2008",2008-05-21,"",NA,-25,73,35,116,116
"873","2008",2008-05-22,"",NA,-21,69,39,112,112
"874","2008",2008-05-23,"",NA,-16,65,43,106,106
"875","2008",2008-05-24,"",NA,-9,61,47,97,97
"876","2008",2008-05-25,"",NA,-1,59,53,85,85
"877","2008",2008-05-26,"",NA,7,63,59,NA,63
"878","2008",2008-05-27,"lq",73,13,72,50,NA,73
"879","2008",2008-05-28,"",67,16,84,32,NA,84
"880","2008",2008-05-29,"",71,17,98,NA,NA,98
"881","2008",2008-05-30,"",NA,12,78,18,111,111
"882","2008",2008-05-31,"",NA,-9,84,19,124,124
"883","2008",2008-06-01,"",NA,-27,88,22,133,133
"884","2008",2008-06-02,"",NA,-41,88,25,139,139
"885","2008",2008-06-03,"nm",NA,-48,86,30,140,140
"886","2008",2008-06-04,"",NA,-47,83,35,137,137
"887","2008",2008-06-05,"",NA,-41,80,41,129,129
"888","2008",2008-06-06,"",NA,-29,78,47,118,118
"889","2008",2008-06-07,"",NA,-15,78,53,103,103
"890","2008",2008-06-08,"",NA,1,80,56,NA,80
"891","2008",2008-06-09,"",88,15,83,53,NA,88
"892","2008",2008-06-10,"fq",74,27,88,43,NA,88
"893","2008",2008-06-11,"",66,36,93,NA,NA,93
"894","2008",2008-06-12,"",NA,29,67,41,99,99
"895","2008",2008-06-13,"",NA,16,71,44,104,104
"896","2008",2008-06-14,"",NA,5,76,45,111,111
"897","2008",2008-06-15,"",NA,-4,81,46,117,117
"898","2008",2008-06-16,"",NA,-11,84,46,123,123
"899","2008",2008-06-17,"",NA,-17,86,46,127,127
"900","2008",2008-06-18,"fm",NA,-19,87,46,130,130
"901","2008",2008-06-19,"",NA,-20,87,46,129,129
"902","2008",2008-06-20,"",NA,-18,86,46,126,126
"903","2008",2008-06-21,"",NA,-13,85,48,120,120
"904","2008",2008-06-22,"",NA,-6,85,51,111,111
"905","2008",2008-06-23,"",NA,3,86,55,100,100
"906","2008",2008-06-24,"",NA,13,88,57,NA,88
"907","2008",2008-06-25,"",88,25,93,53,NA,93
"908","2008",2008-06-26,"lq",77,36,101,40,NA,101
"909","2008",2008-06-27,"",72,44,110,21,NA,110
"910","2008",2008-06-28,"",76,50,120,NA,NA,120
"911","2008",2008-06-29,"",NA,2,83,52,131,131
"912","2008",2008-06-30,"",NA,-15,90,51,141,141
"913","2008",2008-07-01,"",NA,-28,95,49,148,148
"914","2008",2008-07-02,"nm",NA,-35,100,47,152,152
"915","2008",2008-07-03,"",NA,-35,103,46,151,151
"916","2008",2008-07-04,"",NA,-29,105,45,145,145
"917","2008",2008-07-05,"",NA,-17,106,47,134,134
"918","2008",2008-07-06,"",NA,-3,106,49,119,119
"919","2008",2008-07-07,"",NA,14,104,53,NA,104
"920","2008",2008-07-08,"",101,30,102,56,NA,102
"921","2008",2008-07-09,"fq",83,45,98,56,NA,98
"922","2008",2008-07-10,"",66,58,97,NA,NA,97
"923","2008",2008-07-11,"",NA,45,100,NA,NA,100
"924","2008",2008-07-12,"",NA,32,79,73,108,108
"925","2008",2008-07-13,"",NA,19,87,71,117,117
"926","2008",2008-07-14,"",NA,9,94,67,126,126
"927","2008",2008-07-15,"",NA,0,98,63,134,134
"928","2008",2008-07-16,"",NA,-6,102,58,141,141
"929","2008",2008-07-17,"",NA,-10,105,53,144,144
"930","2008",2008-07-18,"fm",NA,-12,107,49,145,145
"931","2008",2008-07-19,"",NA,-10,110,47,143,143
"932","2008",2008-07-20,"",NA,-5,112,46,137,137
"933","2008",2008-07-21,"",NA,2,115,47,128,128
"934","2008",2008-07-22,"",NA,13,117,49,116,117
"935","2008",2008-07-23,"",NA,25,119,51,NA,119
"936","2008",2008-07-24,"",101,39,119,53,NA,119
"937","2008",2008-07-25,"lq",85,53,118,48,NA,118
"938","2008",2008-07-26,"",72,67,118,33,NA,118
"939","2008",2008-07-27,"",81,80,123,NA,NA,123
"940","2008",2008-07-28,"",NA,14,93,78,135,135
"941","2008",2008-07-29,"",NA,-2,104,70,148,148
"942","2008",2008-07-30,"",NA,-15,114,60,159,159
"943","2008",2008-07-31,"",NA,-20,122,51,165,165
"944","2008",2008-08-01,"nm",NA,-19,128,43,165,165
"945","2008",2008-08-02,"",NA,-12,131,39,158,158
"946","2008",2008-08-03,"",NA,-1,132,38,145,145
"947","2008",2008-08-04,"",NA,13,130,40,128,130
"948","2008",2008-08-05,"",NA,27,126,46,110,126
"949","2008",2008-08-06,"",NA,41,120,53,NA,120
"950","2008",2008-08-07,"",91,54,114,61,NA,114
"951","2008",2008-08-08,"fq",74,63,107,NA,NA,107
"952","2008",2008-08-09,"",NA,58,100,NA,NA,100
"953","2008",2008-08-10,"",NA,44,96,93,107,107
"954","2008",2008-08-11,"",NA,31,101,85,118,118
"955","2008",2008-08-12,"",NA,19,106,77,130,130
